HpaP808306	L7NCR0|PHI8061|Pc129892	42.130	216	120	3	58	272	21	232	1.19e-54	171
HpaP808306	NEP1	34.101	217	134	4	58	271	34	244	2.35e-41	137
HpaP808306	MoSPD9	35.586	222	128	7	54	272	20	229	3.24e-33	115
HpaP808306	Q0E7H7|PHI2342|Benep2	32.093	215	139	4	58	271	34	242	2.37e-32	113
HpaP808306	FocSix8	31.556	225	138	5	58	272	34	252	1.84e-29	105
HpaP803874	crn2	49.254	67	29	1	4	70	2	63	5.17e-12	55.5
HpaP807372	L7NCR0|PHI8061|Pc129892	31.757	148	72	2	8	132	6	147	2.18e-19	75.9
HpaP807372	MoSPD9	32.632	95	58	2	6	100	1	89	5.56e-12	55.5
HpaP807372	Q0E7H7|PHI2342|Benep2	26.950	141	76	3	7	122	10	148	5.60e-09	47.0
HpaP807372	NEP1	23.333	150	86	3	31	152	36	184	7.90e-09	46.6
HpaP806628	L7NCR0|PHI8061|Pc129892	40.654	214	118	5	29	239	21	228	1.37e-43	141
HpaP806628	NEP1	32.710	214	135	6	29	239	34	241	1.18e-35	120
HpaP806628	Q0E7H7|PHI2342|Benep2	32.189	233	152	5	11	242	15	242	2.40e-32	112
HpaP806628	MoSPD9	30.833	240	153	6	6	243	1	229	2.87e-29	103
HpaP806628	FocSix8	33.168	202	119	6	52	243	57	252	3.50e-23	88.2
HpaP812793	PsAvh163	21.818	165	128	1	69	232	169	333	2.87e-07	44.7
HpaP807993	Q945T9|PHI653|Gip2	35.593	236	131	10	50	270	29	258	6.93e-33	117
HpaP807993	GIP1	32.143	252	143	12	37	269	14	256	3.59e-32	114
HpaP809702	P43070|PHI61|Bgl2	27.881	269	175	8	45	297	35	300	4.12e-24	94.7
HpaP813261	HaRxL22	31.405	242	154	5	152	389	123	356	6.88e-26	102
HpaP813261	PsAvh163	27.273	352	219	10	13	354	108	432	2.28e-22	93.2
HpaP813261	PsPSR2	22.683	410	280	10	71	467	78	463	5.10e-20	86.3
HpaP807436	L7NCR0|PHI8061|Pc129892	41.667	216	120	3	48	261	21	232	6.35e-58	178
HpaP807436	MoSPD9	35.160	219	128	6	46	261	22	229	2.59e-35	120
HpaP807436	NEP1	30.556	216	142	4	48	260	34	244	4.49e-34	117
HpaP807436	Q0E7H7|PHI2342|Benep2	34.123	211	133	4	51	260	37	242	5.81e-33	114
