CEG35696	O42830|PHI660|Cbel(gp34)	44.030	134	71	2	1	133	1	131	2.21e-36	120
CEG35767	BLR20	24.561	228	151	6	108	320	120	341	1.83e-16	73.6
CEG35850	Zt89160	27.083	144	95	4	6	141	246	387	8.04e-07	40.4
CEG35915	P0CY29|PHI6785PHI6791PHI6813|Sap3	24.518	363	215	18	89	425	61	390	1.83e-12	62.8
CEG35915	P0CY26|PHI68|Sap1	24.650	357	213	19	89	421	55	379	1.15e-10	57.0
CEG35922	BLR20	21.290	310	224	8	56	350	141	445	3.33e-13	63.2
CEG35975	P43070|PHI61|Bgl2	25.091	275	182	10	41	295	30	300	1.23e-13	64.3
CEG36016	crn1	35.122	205	92	8	1	190	1	179	7.62e-18	76.6
CEG36082	Q6PQG3|PHI4252|Epi10	36.232	207	101	7	3	181	5	208	5.52e-26	94.0
CEG36082	EPI1	30.275	109	71	1	84	187	35	143	6.98e-12	54.7
CEG36142	BLR20	23.590	195	136	4	12	195	18	210	7.43e-08	44.7
CEG50476	BLN08	35.000	80	46	1	44	117	49	128	5.66e-11	49.7
CEG50503	PsCRN108	52.500	120	52	3	1	116	1	119	4.42e-31	111
CEG50503	crn1	47.154	123	55	5	1	115	1	121	2.40e-22	86.3
CEG44668	PsPSR2	21.997	591	346	19	42	601	37	543	9.42e-22	92.4
CEG44668	PsAvh163	21.753	308	196	9	304	599	83	357	4.70e-09	51.6
CEG44706	crn1	57.025	121	47	2	1	116	1	121	5.93e-35	119
CEG44706	PsCRN108	46.667	120	60	2	1	117	1	119	1.54e-23	89.0
CEG44792	SSPbP94	30.657	274	163	7	18	287	51	301	7.00e-30	108
CEG44883	L7NCR0|PHI8061|Pc129892	41.365	249	126	10	1	246	1	232	7.91e-44	142
CEG44883	NEP1	29.646	226	137	6	24	245	37	244	2.00e-25	94.4
CEG44883	Q0E7H7|PHI2342|Benep2	28.000	225	146	4	21	245	34	242	1.74e-23	89.0
CEG44883	FocSix8	28.511	235	143	5	21	246	34	252	6.13e-21	82.4
CEG44883	MoSPD9	28.125	224	139	5	24	246	27	229	5.07e-20	79.3
CEG44898	PsAvh163	26.736	288	190	9	115	393	121	396	8.13e-17	75.9
CEG45256	PsCRN108	48.684	76	37	2	1	75	1	75	2.44e-15	64.7
CEG45256	crn1	35.338	133	60	2	1	116	1	124	2.65e-15	64.3
CEG45256	crn2	32.886	149	58	4	1	113	1	143	1.54e-13	59.3
CEG45304	HaRxL36	72.131	122	33	1	142	262	1	122	3.99e-61	183
CEG45308	RiNLE1	25.786	159	99	6	40	181	283	439	2.30e-08	46.2
CEG45308	RiCRN1	25.786	159	99	6	40	181	283	439	2.30e-08	46.2
CEG45746	W2MG57|PHI7911|Ppxyn1	47.899	357	177	3	2	358	1	348	8.38e-119	343
CEG45746	Q8NJ73|PHI2043|Xyl-6	30.892	314	184	9	45	346	85	377	1.16e-41	143
CEG45746	O59937|PHI569|Xyl3	30.476	315	180	10	47	346	91	381	2.70e-36	129
CEG45746	CfEcp5	21.875	288	194	7	61	335	51	320	2.54e-17	75.1
CEG45835	crn2	54.475	257	104	2	1	253	166	413	1.39e-89	266
CEG45835	crn1	30.128	156	96	5	62	213	204	350	2.04e-13	62.8
CEG45866	BLR20	25.991	227	155	6	70	288	224	445	6.17e-13	61.6
CEG45866	PsPSR2	24.664	223	132	9	43	257	266	460	7.06e-10	52.4
CEG36310	SSPbP94	24.242	297	163	13	45	325	50	300	1.68e-12	60.5
CEG45893	crn2	67.308	156	51	0	1	156	301	456	5.69e-75	224
CEG45893	crn1	29.448	163	97	7	1	156	280	431	1.65e-12	57.4
CEG45928	PsPSR2	23.007	439	268	18	67	478	47	442	4.61e-09	52.4
CEG46028	P43070|PHI61|Bgl2	23.188	276	192	6	42	299	31	304	1.52e-13	64.3
